"idx","in_time","out_time","location","fd_reg_date"
4721,"2017-04-20 16:07:59","2017-04-20 16:12:58","C4","2017-04-20 19:11:14"
4720,"2017-04-20 16:07:10","2017-04-20 16:07:59","C4","2017-04-20 19:11:14"
4719,"2017-04-20 15:58:22","2017-04-20 16:04:02","C3","2017-04-20 19:11:14"
4718,"2017-04-20 15:57:28","2017-04-20 15:58:22","C3","2017-04-20 19:11:14"
4717,"2017-04-20 15:33:53","2017-04-20 15:39:24","C3","2017-04-20 19:11:14"
4716,"2017-04-20 15:33:08","2017-04-20 15:33:53","C3","2017-04-20 19:11:14"
4715,"2017-04-20 15:31:38","2017-04-20 15:32:45","C8","2017-04-20 19:11:14"
4714,"2017-04-20 15:31:25","2017-04-20 15:31:38","C8","2017-04-20 19:11:14"
4713,"2017-04-20 15:26:02","2017-04-20 15:31:20","C7","2017-04-20 19:11:14"
4712,"2017-04-20 15:25:41","2017-04-20 15:26:02","C7","2017-04-20 19:11:14"
4711,"2017-04-20 15:05:33","2017-04-20 15:25:21","T1","2017-04-20 19:11:14"
4710,"2017-04-20 15:03:16","2017-04-20 15:05:33","T1","2017-04-20 19:11:14"
4709,"2017-04-20 14:56:50","2017-04-20 15:02:57","C8","2017-04-20 19:11:14"
4708,"2017-04-20 14:56:24","2017-04-20 14:56:50","C8","2017-04-20 19:11:14"
4707,"2017-04-20 13:20:12","2017-04-20 13:20:50","C2","2017-04-20 19:11:14"
4706,"2017-04-20 13:12:30","2017-04-20 13:19:54","O1","2017-04-20 19:11:14"
4705,"2017-04-20 13:11:09","2017-04-20 13:12:30","O1","2017-04-20 19:11:14"
4704,"2017-04-20 12:59:26","2017-04-20 13:10:49","C2","2017-04-20 19:11:14"
4703,"2017-04-20 12:58:59","2017-04-20 12:59:26","C2","2017-04-20 19:11:14"
4702,"2017-04-20 12:56:38","2017-04-20 12:58:52","C8","2017-04-20 19:11:14"
4701,"2017-04-20 12:55:54","2017-04-20 12:56:38","C8","2017-04-20 19:11:14"
4700,"2017-04-20 12:54:33","2017-04-20 12:55:50","C7","2017-04-20 19:11:14"
4699,"2017-04-20 12:54:17","2017-04-20 12:54:33","C7","2017-04-20 19:11:14"
4698,"2017-04-20 12:34:48","2017-04-20 12:37:06","O1","2017-04-20 19:11:14"
4697,"2017-04-20 12:34:28","2017-04-20 12:34:48","O1","2017-04-20 19:11:14"
4696,"2017-04-20 12:27:41","2017-04-20 12:34:21","C3","2017-04-20 19:11:14"
4695,"2017-04-20 12:27:03","2017-04-20 12:27:41","C3","2017-04-20 19:11:14"
4694,"2017-04-20 12:26:17","2017-04-20 12:26:58","C1","2017-04-20 19:11:14"
4693,"2017-04-20 12:25:58","2017-04-20 12:26:17","C1","2017-04-20 19:11:14"
4692,"2017-04-20 12:20:30","2017-04-20 12:25:40","O2","2017-04-20 19:11:14"
4691,"2017-04-20 12:17:45","2017-04-20 12:20:20","C2","2017-04-20 19:11:14"
4690,"2017-04-20 12:17:23","2017-04-20 12:17:45","C2","2017-04-20 19:11:14"
4689,"2017-04-20 12:11:49","2017-04-20 12:17:14","C3","2017-04-20 19:11:14"
4688,"2017-04-20 12:10:08","2017-04-20 12:11:49","C3","2017-04-20 19:11:14"
4687,"2017-04-20 12:02:51","2017-04-20 12:09:22","O1","2017-04-20 19:11:14"
4686,"2017-04-20 12:02:10","2017-04-20 12:02:51","O1","2017-04-20 19:11:14"
4685,"2017-04-20 11:50:04","2017-04-20 11:51:32","O1","2017-04-20 19:11:14"
4684,"2017-04-20 11:49:30","2017-04-20 11:50:04","O1","2017-04-20 19:11:14"
4683,"2017-04-20 11:43:04","2017-04-20 11:44:44","O1","2017-04-20 19:11:14"
4682,"2017-04-20 11:41:43","2017-04-20 11:43:04","O1","2017-04-20 19:11:14"
4681,"2017-04-20 11:23:23","2017-04-20 11:23:46","O1","2017-04-20 19:11:14"
4680,"2017-04-20 11:22:46","2017-04-20 11:23:23","O1","2017-04-20 19:11:14"
4679,"2017-04-20 11:16:26","2017-04-20 11:22:39","O2","2017-04-20 19:11:14"
4678,"2017-04-20 11:13:49","2017-04-20 11:16:16","O1","2017-04-20 19:11:14"
4677,"2017-04-20 11:13:30","2017-04-20 11:13:49","O1","2017-04-20 19:11:14"
4676,"2017-04-20 11:03:22","2017-04-20 11:13:20","C1","2017-04-20 19:11:14"
4675,"2017-04-20 11:02:49","2017-04-20 11:03:22","C1","2017-04-20 19:11:14"
4674,"2017-04-20 10:56:22","2017-04-20 11:02:42","C5","2017-04-20 19:11:14"
4673,"2017-04-20 10:55:59","2017-04-20 10:56:22","C5","2017-04-20 19:11:14"
4672,"2017-04-20 10:51:48","2017-04-20 10:55:48","C2","2017-04-20 19:11:14"
4671,"2017-04-20 10:51:19","2017-04-20 10:51:48","C2","2017-04-20 19:11:14"
4670,"2017-04-20 10:20:22","2017-04-20 10:21:57","C7","2017-04-20 19:11:14"
4669,"2017-04-20 10:19:39","2017-04-20 10:20:22","C7","2017-04-20 19:11:14"
4668,"2017-04-20 10:16:30","2017-04-20 10:19:29","C2","2017-04-20 19:11:14"
4667,"2017-04-20 10:16:18","2017-04-20 10:16:30","C2","2017-04-20 19:11:14"
4666,"2017-04-20 10:14:38","2017-04-20 10:16:02","C5","2017-04-20 19:11:14"
4665,"2017-04-20 10:14:24","2017-04-20 10:14:38","C5","2017-04-20 19:11:14"
4664,"2017-04-20 10:13:55","2017-04-20 10:14:17","C3","2017-04-20 19:11:14"
4663,"2017-04-20 10:07:24","2017-04-20 10:11:16","C3","2017-04-20 19:11:14"
4662,"2017-04-20 10:06:45","2017-04-20 10:07:24","C3","2017-04-20 19:11:14"
4661,"2017-04-19 16:21:38","2017-04-19 16:26:02","O1","2017-04-19 19:55:35"
4660,"2017-04-19 16:16:01","2017-04-19 16:21:30","C6","2017-04-19 19:55:35"
4659,"2017-04-19 16:15:03","2017-04-19 16:16:01","C6","2017-04-19 19:55:35"
4658,"2017-04-19 16:03:54","2017-04-19 16:13:59","O1","2017-04-19 19:55:35"
4657,"2017-04-19 16:02:11","2017-04-19 16:03:54","O1","2017-04-19 19:55:35"
4656,"2017-04-19 15:59:06","2017-04-19 16:02:03","C6","2017-04-19 19:55:35"
4655,"2017-04-19 15:58:13","2017-04-19 15:59:06","C6","2017-04-19 19:55:35"
4654,"2017-04-19 15:26:50","2017-04-19 15:27:44","C8","2017-04-19 19:55:35"
4653,"2017-04-19 15:26:17","2017-04-19 15:26:50","C8","2017-04-19 19:55:35"
4652,"2017-04-19 15:17:38","2017-04-19 15:25:33","C3","2017-04-19 19:55:35"
4651,"2017-04-19 15:14:39","2017-04-19 15:17:38","C3","2017-04-19 19:55:35"
4650,"2017-04-19 14:48:50","2017-04-19 14:51:39","O1","2017-04-19 19:55:35"
4649,"2017-04-19 14:48:30","2017-04-19 14:48:50","O1","2017-04-19 19:55:35"
4648,"2017-04-19 14:43:41","2017-04-19 14:48:09","P2","2017-04-19 19:55:35"
4647,"2017-04-19 14:43:30","2017-04-19 14:43:41","P2","2017-04-19 19:55:35"
4646,"2017-04-19 14:40:02","2017-04-19 14:41:30","P1","2017-04-19 19:55:35"
4645,"2017-04-19 14:39:27","2017-04-19 14:40:02","P1","2017-04-19 19:55:35"
4644,"2017-04-19 12:39:39","2017-04-19 12:48:03","C6","2017-04-19 19:55:35"
4643,"2017-04-19 12:38:52","2017-04-19 12:39:39","C6","2017-04-19 19:55:35"
4642,"2017-04-19 12:15:39","2017-04-19 12:17:06","C2","2017-04-19 19:55:35"
4641,"2017-04-19 12:15:19","2017-04-19 12:15:39","C2","2017-04-19 19:55:35"
4640,"2017-04-19 12:11:03","2017-04-19 12:15:09","C5","2017-04-19 19:55:35"
4639,"2017-04-19 12:09:54","2017-04-19 12:11:03","C5","2017-04-19 19:55:35"
4638,"2017-04-19 11:45:59","2017-04-19 11:49:00","P1","2017-04-19 19:55:35"
4637,"2017-04-19 11:45:40","2017-04-19 11:45:59","P1","2017-04-19 19:55:35"
4636,"2017-04-19 11:36:50","2017-04-19 11:40:44","T1","2017-04-19 19:55:35"
4635,"2017-04-19 11:36:38","2017-04-19 11:36:50","T1","2017-04-19 19:55:35"
4634,"2017-04-19 11:17:22","2017-04-19 11:24:48","C2","2017-04-19 19:55:35"
4633,"2017-04-19 11:17:08","2017-04-19 11:17:22","C2","2017-04-19 19:55:35"
4632,"2017-04-19 11:14:38","2017-04-19 11:16:50","T1","2017-04-19 19:55:35"
4631,"2017-04-19 11:12:59","2017-04-19 11:14:38","T1","2017-04-19 19:55:35"
4630,"2017-04-19 11:08:30","2017-04-19 11:11:56","C1","2017-04-19 19:55:35"
4629,"2017-04-19 11:08:20","2017-04-19 11:08:30","C1","2017-04-19 19:55:35"
4628,"2017-04-19 11:01:40","2017-04-19 11:08:10","C5","2017-04-19 19:55:35"
4627,"2017-04-19 11:01:05","2017-04-19 11:01:40","C5","2017-04-19 19:55:35"
4626,"2017-04-19 10:55:11","2017-04-19 10:57:07","C2","2017-04-19 19:55:35"
4625,"2017-04-19 10:54:51","2017-04-19 10:55:11","C2","2017-04-19 19:55:35"
4624,"2017-04-19 10:47:15","2017-04-19 10:54:34","P1","2017-04-19 19:55:35"
4623,"2017-04-19 10:46:59","2017-04-19 10:47:15","P1","2017-04-19 19:55:35"
4622,"2017-04-19 10:45:05","2017-04-19 10:46:21","C5","2017-04-19 19:55:35"
4621,"2017-04-19 10:44:16","2017-04-19 10:45:05","C5","2017-04-19 19:55:35"
4620,"2017-04-19 10:10:55","2017-04-19 10:12:10","P1","2017-04-19 19:55:35"
4619,"2017-04-19 10:10:33","2017-04-19 10:10:55","P1","2017-04-19 19:55:35"
4618,"2017-04-18 15:54:55","2017-04-18 16:15:19","O1","2017-04-19 09:56:31"
4617,"2017-04-18 15:54:14","2017-04-18 15:54:55","O1","2017-04-19 09:56:31"
4616,"2017-04-18 15:51:08","2017-04-18 15:54:03","T1","2017-04-19 09:56:31"
4615,"2017-04-18 15:49:36","2017-04-18 15:51:08","T1","2017-04-19 09:56:31"
4614,"2017-04-18 15:45:30","2017-04-18 15:49:25","O1","2017-04-19 09:56:31"
4613,"2017-04-18 15:44:04","2017-04-18 15:45:30","O1","2017-04-19 09:56:31"
4612,"2017-04-18 15:40:58","2017-04-18 15:43:46","C4","2017-04-19 09:56:31"
4611,"2017-04-18 15:40:32","2017-04-18 15:40:58","C4","2017-04-19 09:56:31"
4610,"2017-04-18 15:32:25","2017-04-18 15:33:38","C4","2017-04-19 09:56:31"
4609,"2017-04-18 15:31:54","2017-04-18 15:32:25","C4","2017-04-19 09:56:31"
4608,"2017-04-18 15:22:50","2017-04-18 15:23:41","O1","2017-04-19 09:56:31"
4607,"2017-04-18 15:20:52","2017-04-18 15:22:50","O1","2017-04-19 09:56:31"
4606,"2017-04-18 15:17:17","2017-04-18 15:20:15","C4","2017-04-19 09:56:31"
4605,"2017-04-18 15:16:37","2017-04-18 15:17:17","C4","2017-04-19 09:56:31"
4604,"2017-04-18 14:59:10","2017-04-18 15:07:47","C1","2017-04-19 09:56:31"
4603,"2017-04-18 14:58:43","2017-04-18 14:59:10","C1","2017-04-19 09:56:31"
4602,"2017-04-18 14:52:25","2017-04-18 14:58:33","C4","2017-04-19 09:56:31"
4601,"2017-04-18 14:51:28","2017-04-18 14:52:25","C4","2017-04-19 09:56:31"
4600,"2017-04-18 12:47:00","2017-04-18 13:05:57","C8","2017-04-19 09:56:31"
4599,"2017-04-18 12:45:27","2017-04-18 12:47:00","C8","2017-04-19 09:56:31"
4598,"2017-04-18 12:34:35","2017-04-18 12:45:20","C6","2017-04-19 09:56:31"
4597,"2017-04-18 12:33:57","2017-04-18 12:34:35","C6","2017-04-19 09:56:31"
4596,"2017-04-18 12:29:39","2017-04-18 12:33:46","O2","2017-04-19 09:56:31"
4595,"2017-04-18 12:29:10","2017-04-18 12:29:39","O2","2017-04-19 09:56:31"
4594,"2017-04-18 12:25:19","2017-04-18 12:28:59","O1","2017-04-19 09:56:31"
4593,"2017-04-18 12:24:48","2017-04-18 12:25:19","O1","2017-04-19 09:56:31"
4592,"2017-04-18 12:19:57","2017-04-18 12:24:38","C8","2017-04-19 09:56:31"
4591,"2017-04-18 12:19:29","2017-04-18 12:19:57","C8","2017-04-19 09:56:31"
4590,"2017-04-18 12:14:15","2017-04-18 12:19:19","O2","2017-04-19 09:56:31"
4589,"2017-04-18 12:13:54","2017-04-18 12:14:15","O2","2017-04-19 09:56:31"
4588,"2017-04-18 12:05:00","2017-04-18 12:13:49","O1","2017-04-19 09:56:31"
4587,"2017-04-18 12:04:26","2017-04-18 12:05:00","O1","2017-04-19 09:56:31"
4586,"2017-04-18 11:52:30","2017-04-18 12:04:15","O2","2017-04-19 09:56:31"
4585,"2017-04-18 11:51:42","2017-04-18 11:52:30","O2","2017-04-19 09:56:31"
4584,"2017-04-18 11:34:09","2017-04-18 11:34:45","O2","2017-04-19 09:56:31"
4583,"2017-04-18 11:33:20","2017-04-18 11:34:09","O2","2017-04-19 09:56:31"
4582,"2017-04-18 11:12:32","2017-04-18 11:20:53","T1","2017-04-19 09:56:31"
4581,"2017-04-18 11:11:05","2017-04-18 11:12:32","T1","2017-04-19 09:56:31"
4580,"2017-04-18 11:04:23","2017-04-18 11:09:56","O1","2017-04-19 09:56:31"
4579,"2017-04-18 11:04:05","2017-04-18 11:04:23","O1","2017-04-19 09:56:31"
4578,"2017-04-18 10:46:45","2017-04-18 10:57:30","O1","2017-04-19 09:56:31"
4577,"2017-04-18 10:45:45","2017-04-18 10:46:45","O1","2017-04-19 09:56:31"
4576,"2017-04-18 10:19:38","2017-04-18 10:20:19","C3","2017-04-19 09:56:31"
4575,"2017-04-18 10:19:06","2017-04-18 10:19:38","C3","2017-04-19 09:56:31"
4574,"2017-04-18 10:12:25","2017-04-18 10:19:00","C1","2017-04-19 09:56:31"
4573,"2017-04-18 10:10:10","2017-04-18 10:12:25","C1","2017-04-19 09:56:31"
4572,"2017-04-18 10:07:49","2017-04-18 10:10:05","C2","2017-04-19 09:56:31"
4571,"2017-04-18 10:07:16","2017-04-18 10:07:49","C2","2017-04-19 09:56:31"
4570,"2017-04-17 16:05:59","2017-04-17 16:07:16","C8","2017-04-18 09:52:21"
4569,"2017-04-17 16:05:40","2017-04-17 16:05:59","C8","2017-04-18 09:52:21"
4568,"2017-04-17 15:48:25","2017-04-17 15:59:06","C4","2017-04-18 09:52:21"
4567,"2017-04-17 15:48:17","2017-04-17 15:48:25","C4","2017-04-18 09:52:21"
4566,"2017-04-17 15:44:55","2017-04-17 15:47:46","C4","2017-04-18 09:52:21"
4565,"2017-04-17 15:44:21","2017-04-17 15:44:55","C4","2017-04-18 09:52:21"
4564,"2017-04-17 15:29:04","2017-04-17 15:40:38","C8","2017-04-18 09:52:21"
4563,"2017-04-17 15:28:34","2017-04-17 15:29:04","C8","2017-04-18 09:52:21"
4562,"2017-04-17 15:23:27","2017-04-17 15:27:58","T1","2017-04-18 09:52:21"
4561,"2017-04-17 15:22:57","2017-04-17 15:23:27","T1","2017-04-18 09:52:21"
4560,"2017-04-17 15:13:57","2017-04-17 15:22:23","C4","2017-04-18 09:52:21"
4559,"2017-04-17 15:13:29","2017-04-17 15:13:57","C4","2017-04-18 09:52:21"
4558,"2017-04-17 15:07:43","2017-04-17 15:13:16","C8","2017-04-18 09:52:21"
4557,"2017-04-17 15:07:13","2017-04-17 15:07:43","C8","2017-04-18 09:52:21"
4556,"2017-04-17 14:56:24","2017-04-17 14:56:59","C4","2017-04-18 09:52:21"
4555,"2017-04-17 14:56:03","2017-04-17 14:56:24","C4","2017-04-18 09:52:21"
4554,"2017-04-17 14:49:00","2017-04-17 14:55:48","C8","2017-04-18 09:52:21"
4553,"2017-04-17 14:47:05","2017-04-17 14:49:00","C8","2017-04-18 09:52:21"
4552,"2017-04-17 14:44:19","2017-04-17 14:46:21","C2","2017-04-18 09:52:21"
4551,"2017-04-17 14:43:29","2017-04-17 14:44:19","C2","2017-04-18 09:52:21"
4550,"2017-04-17 13:06:10","2017-04-17 13:13:30","C4","2017-04-18 09:52:21"
4549,"2017-04-17 13:05:39","2017-04-17 13:06:10","C4","2017-04-18 09:52:21"
4548,"2017-04-17 12:49:48","2017-04-17 12:59:33","C2","2017-04-18 09:52:21"
4547,"2017-04-17 12:49:30","2017-04-17 12:49:48","C2","2017-04-18 09:52:21"
4546,"2017-04-17 12:41:48","2017-04-17 12:45:57","P2","2017-04-18 09:52:21"
4545,"2017-04-17 12:41:36","2017-04-17 12:41:48","P2","2017-04-18 09:52:21"
4544,"2017-04-17 12:25:20","2017-04-17 12:34:28","C4","2017-04-18 09:52:21"
4543,"2017-04-17 12:25:09","2017-04-17 12:25:20","C4","2017-04-18 09:52:21"
4542,"2017-04-17 12:21:02","2017-04-17 12:21:39","C1","2017-04-18 09:52:21"
4541,"2017-04-17 12:20:37","2017-04-17 12:21:02","C1","2017-04-18 09:52:21"
4540,"2017-04-17 12:07:37","2017-04-17 12:20:30","C4","2017-04-18 09:52:21"
4539,"2017-04-17 12:07:17","2017-04-17 12:07:37","C4","2017-04-18 09:52:21"
4538,"2017-04-17 11:37:16","2017-04-17 11:50:15","C6","2017-04-18 09:52:21"
4537,"2017-04-17 11:36:50","2017-04-17 11:37:16","C6","2017-04-18 09:52:21"
4536,"2017-04-17 11:19:12","2017-04-17 11:36:34","P2","2017-04-18 09:52:21"
4535,"2017-04-17 11:18:30","2017-04-17 11:19:12","P2","2017-04-18 09:52:21"
4534,"2017-04-17 11:06:17","2017-04-17 11:18:11","C7","2017-04-18 09:52:21"
4533,"2017-04-17 11:06:06","2017-04-17 11:06:17","C7","2017-04-18 09:52:21"
4532,"2017-04-17 10:56:30","2017-04-17 11:06:00","C6","2017-04-18 09:52:21"
4531,"2017-04-17 10:56:25","2017-04-17 10:56:30","C6","2017-04-18 09:52:21"
4530,"2017-04-17 10:52:43","2017-04-17 10:55:06","P2","2017-04-18 09:52:21"
4529,"2017-04-17 10:51:47","2017-04-17 10:52:43","P2","2017-04-18 09:52:21"
4528,"2017-04-17 10:41:39","2017-04-17 10:51:29","C7","2017-04-18 09:52:21"
4527,"2017-04-17 10:41:24","2017-04-17 10:41:39","C7","2017-04-18 09:52:21"
4526,"2017-04-17 10:40:24","2017-04-17 10:41:19","C6","2017-04-18 09:52:21"
4525,"2017-04-17 10:39:49","2017-04-17 10:40:24","C6","2017-04-18 09:52:21"
4524,"2017-04-17 10:39:31","2017-04-17 10:39:46","C7","2017-04-18 09:52:21"
4523,"2017-04-17 10:38:33","2017-04-17 10:39:31","C7","2017-04-18 09:52:21"
4522,"2017-04-17 10:28:40","2017-04-17 10:31:19","T1","2017-04-18 09:52:21"
4521,"2017-04-17 10:27:54","2017-04-17 10:28:40","T1","2017-04-18 09:52:21"
4520,"2017-04-17 10:26:49","2017-04-17 10:27:14","C2","2017-04-18 09:52:21"
4519,"2017-04-17 10:26:45","2017-04-17 10:26:49","C2","2017-04-18 09:52:21"
4518,"2017-04-17 10:20:08","2017-04-17 10:21:43","O2","2017-04-18 09:52:21"
4517,"2017-04-17 10:19:17","2017-04-17 10:20:08","O2","2017-04-18 09:52:21"
4516,"2017-04-17 10:18:28","2017-04-17 10:19:10","C7","2017-04-18 09:52:21"
4515,"2017-04-17 10:16:49","2017-04-17 10:18:28","C7","2017-04-18 09:52:21"
4514,"2017-04-17 10:11:59","2017-04-17 10:16:22","C5","2017-04-18 09:52:21"
4513,"2017-04-17 10:11:14","2017-04-17 10:11:59","C5","2017-04-18 09:52:21"
4512,"2017-04-14 16:28:09","2017-04-14 16:30:38","C7","2017-04-16 17:17:41"
4511,"2017-04-14 16:27:44","2017-04-14 16:28:09","C7","2017-04-16 17:17:41"
4510,"2017-04-14 16:23:11","2017-04-14 16:27:30","O1","2017-04-16 17:17:41"
4509,"2017-04-14 16:22:38","2017-04-14 16:23:11","O1","2017-04-16 17:17:41"
4508,"2017-04-14 15:33:46","2017-04-14 15:51:51","O1","2017-04-16 17:17:41"
4507,"2017-04-14 15:32:42","2017-04-14 15:33:46","O1","2017-04-16 17:17:41"
4506,"2017-04-14 15:25:26","2017-04-14 15:32:02","C8","2017-04-16 17:17:41"
4505,"2017-04-14 15:24:42","2017-04-14 15:25:26","C8","2017-04-16 17:17:41"
4504,"2017-04-14 15:15:10","2017-04-14 15:24:21","C3","2017-04-16 17:17:41"
4503,"2017-04-14 15:14:46","2017-04-14 15:15:10","C3","2017-04-16 17:17:41"
4502,"2017-04-14 15:13:59","2017-04-14 15:14:39","O1","2017-04-16 17:17:41"
4501,"2017-04-14 15:13:36","2017-04-14 15:13:59","O1","2017-04-16 17:17:41"
4500,"2017-04-14 15:12:38","2017-04-14 15:13:26","C8","2017-04-16 17:17:41"
4499,"2017-04-14 15:12:09","2017-04-14 15:12:38","C8","2017-04-16 17:17:41"
4498,"2017-04-14 14:57:20","2017-04-14 15:06:08","C3","2017-04-16 17:17:41"
4497,"2017-04-14 14:56:59","2017-04-14 14:57:20","C3","2017-04-16 17:17:41"
4496,"2017-04-14 14:56:03","2017-04-14 14:56:53","C4","2017-04-16 17:17:41"
4495,"2017-04-14 14:55:41","2017-04-14 14:56:03","C4","2017-04-16 17:17:41"
4494,"2017-04-14 13:17:23","2017-04-14 13:32:38","C3","2017-04-16 17:17:41"
4493,"2017-04-14 13:16:52","2017-04-14 13:17:23","C3","2017-04-16 17:17:41"
4492,"2017-04-14 13:14:40","2017-04-14 13:14:57","O2","2017-04-16 17:17:41"
4491,"2017-04-14 13:14:30","2017-04-14 13:14:40","O2","2017-04-16 17:17:41"
4490,"2017-04-14 13:02:20","2017-04-14 13:14:12","C8","2017-04-16 17:17:41"
4489,"2017-04-14 13:01:50","2017-04-14 13:02:20","C8","2017-04-16 17:17:41"
4488,"2017-04-14 12:55:47","2017-04-14 13:01:08","C2","2017-04-16 17:17:41"
4487,"2017-04-14 12:54:39","2017-04-14 12:55:47","C2","2017-04-16 17:17:41"
4486,"2017-04-14 12:42:12","2017-04-14 12:54:22","C3","2017-04-16 17:17:41"
4485,"2017-04-14 12:41:53","2017-04-14 12:42:12","C3","2017-04-16 17:17:41"
4484,"2017-04-14 12:33:09","2017-04-14 12:41:38","C8","2017-04-16 17:17:41"
4483,"2017-04-14 12:31:23","2017-04-14 12:33:09","C8","2017-04-16 17:17:41"
4482,"2017-04-14 12:26:59","2017-04-14 12:31:17","C7","2017-04-16 17:17:41"
4481,"2017-04-14 12:23:54","2017-04-14 12:26:59","C7","2017-04-16 17:17:41"
4480,"2017-04-14 12:22:19","2017-04-14 12:23:50","C8","2017-04-16 17:17:41"
4479,"2017-04-14 12:21:32","2017-04-14 12:22:19","C8","2017-04-16 17:17:41"
4478,"2017-04-14 12:11:43","2017-04-14 12:21:09","C2","2017-04-16 17:17:41"
4477,"2017-04-14 12:11:22","2017-04-14 12:11:43","C2","2017-04-16 17:17:41"
4476,"2017-04-14 12:05:55","2017-04-14 12:11:17","C3","2017-04-16 17:17:41"
4475,"2017-04-14 12:05:30","2017-04-14 12:05:55","C3","2017-04-16 17:17:41"
4474,"2017-04-14 12:03:16","2017-04-14 12:05:18","C7","2017-04-16 17:17:41"
4473,"2017-04-14 12:02:10","2017-04-14 12:03:16","C7","2017-04-16 17:17:41"
4472,"2017-04-14 12:01:08","2017-04-14 12:02:06","C8","2017-04-16 17:17:41"
4471,"2017-04-14 12:00:05","2017-04-14 12:01:08","C8","2017-04-16 17:17:41"
4470,"2017-04-14 11:53:58","2017-04-14 11:59:52","C3","2017-04-16 17:17:41"
4469,"2017-04-14 11:53:43","2017-04-14 11:53:58","C3","2017-04-16 17:17:41"
4468,"2017-04-14 11:52:04","2017-04-14 11:53:37","C2","2017-04-16 17:17:41"
4467,"2017-04-14 11:50:49","2017-04-14 11:52:04","C2","2017-04-16 17:17:41"
4466,"2017-04-14 11:48:39","2017-04-14 11:49:56","C8","2017-04-16 17:17:41"
4465,"2017-04-14 11:48:15","2017-04-14 11:48:39","C8","2017-04-16 17:17:41"
4464,"2017-04-14 11:47:21","2017-04-14 11:48:01","C4","2017-04-16 17:17:41"
4463,"2017-04-14 11:47:06","2017-04-14 11:47:21","C4","2017-04-16 17:17:41"
4462,"2017-04-14 11:37:11","2017-04-14 11:46:55","C3","2017-04-16 17:17:41"
4461,"2017-04-14 11:33:22","2017-04-14 11:33:42","C4","2017-04-16 17:17:41"
4460,"2017-04-14 11:30:03","2017-04-14 11:33:16","C2","2017-04-16 17:17:41"
4459,"2017-04-14 11:29:33","2017-04-14 11:30:03","C2","2017-04-16 17:17:41"
4458,"2017-04-14 11:28:40","2017-04-14 11:29:23","C4","2017-04-16 17:17:41"
4457,"2017-04-14 11:27:16","2017-04-14 11:28:40","C4","2017-04-16 17:17:41"
4456,"2017-04-14 11:23:30","2017-04-14 11:26:48","C6","2017-04-16 17:17:41"
4455,"2017-04-14 11:23:11","2017-04-14 11:23:30","C6","2017-04-16 17:17:41"
4454,"2017-04-14 11:21:58","2017-04-14 11:23:01","C3","2017-04-16 17:17:41"
4453,"2017-04-14 11:21:14","2017-04-14 11:21:58","C3","2017-04-16 17:17:41"
4452,"2017-04-14 10:59:51","2017-04-14 11:11:35","C6","2017-04-16 17:17:41"
4451,"2017-04-14 10:59:29","2017-04-14 10:59:51","C6","2017-04-16 17:17:41"
4450,"2017-04-14 10:58:54","2017-04-14 10:59:20","C7","2017-04-16 17:17:41"
4449,"2017-04-14 10:58:46","2017-04-14 10:58:54","C7","2017-04-16 17:17:41"
4448,"2017-04-14 10:52:12","2017-04-14 10:58:27","O1","2017-04-16 17:17:41"
4447,"2017-04-14 10:51:36","2017-04-14 10:52:12","O1","2017-04-16 17:17:41"
4446,"2017-04-14 10:49:02","2017-04-14 10:51:24","C5","2017-04-16 17:17:41"
4445,"2017-04-14 10:48:17","2017-04-14 10:49:02","C5","2017-04-16 17:17:41"
4444,"2017-04-14 10:47:07","2017-04-14 10:48:11","C4","2017-04-16 17:17:41"
4443,"2017-04-14 10:46:47","2017-04-14 10:47:07","C4","2017-04-16 17:17:41"
4442,"2017-04-14 10:42:43","2017-04-14 10:46:38","C2","2017-04-16 17:17:41"
4441,"2017-04-14 10:34:52","2017-04-14 10:38:51","C6","2017-04-16 17:17:41"
4440,"2017-04-14 10:33:45","2017-04-14 10:34:52","C6","2017-04-16 17:17:41"
4439,"2017-04-14 10:19:37","2017-04-14 10:29:34","C2","2017-04-16 17:17:41"
4438,"2017-04-14 10:18:28","2017-04-14 10:19:37","C2","2017-04-16 17:17:41"
4437,"2017-04-14 10:15:57","2017-04-14 10:18:16","O2","2017-04-16 17:17:41"
4436,"2017-04-14 10:14:39","2017-04-14 10:15:57","O2","2017-04-16 17:17:41"
4435,"2017-04-14 10:13:39","2017-04-14 10:14:19","C4","2017-04-16 17:17:41"
4434,"2017-04-14 10:13:08","2017-04-14 10:13:39","C4","2017-04-16 17:17:41"
4433,"2017-04-14 10:11:26","2017-04-14 10:12:58","C6","2017-04-16 17:17:41"
4432,"2017-04-14 10:10:53","2017-04-14 10:11:26","C6","2017-04-16 17:17:41"
4431,"2017-04-14 10:06:54","2017-04-14 10:10:29","C1","2017-04-16 17:17:41"
4430,"2017-04-14 10:06:26","2017-04-14 10:06:54","C1","2017-04-16 17:17:41"
4429,"2017-04-13 16:22:00","2017-04-13 16:26:39","P1","2017-04-14 09:05:52"
4428,"2017-04-13 16:21:48","2017-04-13 16:22:00","P1","2017-04-14 09:05:52"
4427,"2017-04-13 15:48:18","2017-04-13 15:48:31","C6","2017-04-14 09:05:52"
4426,"2017-04-13 15:34:58","2017-04-13 15:37:10","C6","2017-04-14 09:05:52"
4425,"2017-04-13 15:33:42","2017-04-13 15:34:58","C6","2017-04-14 09:05:52"
